word,source_detail,pos,level,meaning
exception,n. B2,명사,B2,예외
exceptional,adj. C1,형용사,C1,예외적인
excess,"n., adj. C1",명사·형용사,C1,초과
excessive,adj. B2,형용사,B2,과도한
exclude,v. B2,동사,B2,제외하다
exclusion,n. C1,명사,C1,제외
exclusive,adj. C1,형용사,C1,독점
exclusively,adv. C1,부사,C1,독점적으로
execute,v. C1,동사,C1,실행하다
execution,n. C1,명사,C1,처형
exert,v. C1,동사,C1,발휘하다
exile,n. C1,명사,C1,추방
exotic,adj. B2,형용사,B2,이국적인
expansion,n. B2,명사,B2,확장
expedition,n. B2,명사,B2,원정대
expenditure,n. C1,명사,C1,지출
experimental,adj. C1,형용사,C1,실험적인
expertise,n. B2,명사,B2,전문적 지식
expire,v. C1,동사,C1,만료
explicit,adj. C1,형용사,C1,명시적인
explicitly,adv. C1,부사,C1,명시적으로
exploit,v. B2,동사,B2,착취
exploitation,n. C1,명사,C1,착취
explosive,"adj., n. C1",형용사·명사,C1,폭발성
exposure,n. B2,명사,B2,노출
extension,n. B2,명사,B2,확장
extensive,adj. B2,형용사,B2,광범위한
extensively,adv. B2,부사,B2,광범위하게
extract,"n. B2, v. C1",명사 / 동사,B2 / C1,추출물
extremist,n. C1,명사,C1,극단주의자
fabric,n. B2,명사,B2,직물
fabulous,adj. B2,형용사,B2,굉장한
facilitate,v. C1,동사,C1,촉진하다
faction,n. C1,명사,C1,파벌
faculty,n. B2,명사,B2,교수진
fade,v. C1,동사,C1,페이드
failed,adj. B2,형용사,B2,실패했다
fairness,n. C1,명사,C1,공정성
fake,adj. B2,형용사,B2,가짜
fame,n. B2,명사,B2,명성
fantasy,n. B2,명사,B2,판타지
fare,n. B2,명사,B2,요금
fatal,adj. C1,형용사,C1,치명적인
fate,n. C1,명사,C1,운명
favorable,adj. C1,형용사,C1,유리한
feat,n. C1,명사,C1,위업
felony,n. C1,명사,C1,중죄
feminist,"adj., n. C1",형용사·명사,C1,페미니스트
fiber,n. C1,명사,C1,섬유
fierce,adj. C1,형용사,C1,맹렬한
filmmaker,n. C1,명사,C1,영화제작자
filter,"n., v. C1",명사·동사,C1,필터
fine,"n., v. C1",명사·동사,C1,괜찮아
firearm,n. C1,명사,C1,총기
firefighter,n. B2,명사,B2,소방관
firework,n. B2,명사,B2,불꽃놀이
firm,adj. B2,형용사,B2,확고한
firmly,adv. B2,부사,B2,단단히
fiscal,adj. C1,형용사,C1,재정
fit,n. C1,명사,C1,적합
flavor,n. B2,명사,B2,맛
flaw,n. C1,명사,C1,결점
flawed,adj. C1,형용사,C1,결함이 있는
flee,v. C1,동사,C1,도망치다
fleet,n. C1,명사,C1,함대
flesh,n. C1,명사,C1,육체
flexibility,n. C1,명사,C1,유연성
flourish,v. C1,동사,C1,번영하다
fluid,n. C1,명사,C1,유동체
fond,adj. B2,형용사,B2,좋아하다
fool,n. B2,명사,B2,바보
footage,n. C1,명사,C1,영상
forbid,v. B2,동사,B2,금지하다
forecast,"n., v. B2",명사·동사,B2,예측
foreigner,n. C1,명사,C1,외국인
forge,v. C1,동사,C1,위조하다
format,n. B2,명사,B2,형식
formation,n. B2,명사,B2,형성
formerly,adv. B2,부사,B2,이전에
formula,n. C1,명사,C1,공식
formulate,v. C1,동사,C1,공식화하다
forth,adv. C1,부사,C1,앞으로
forthcoming,adj. C1,형용사,C1,곧
fortunate,adj. B2,형용사,B2,운이 좋은
forum,n. B2,명사,B2,포럼
fossil,n. B2,명사,B2,화석
foster,v. C1,동사,C1,위탁
foundation,n. B2,명사,B2,기초
founder,n. B2,명사,B2,창립자
fraction,n. B2,명사,B2,분수
fragile,adj. C1,형용사,C1,깨지기 쉬운
fragment,n. B2,명사,B2,조각
framework,n. B2,명사,B2,프레임워크
franchise,n. C1,명사,C1,프랜차이즈
frankly,adv. C1,부사,C1,솔직히
fraud,n. B2,명사,B2,사기
freely,adv. B2,부사,B2,자유롭게
frequent,adj. B2,형용사,B2,자주
freshman,n. C1,명사,C1,신입생
frustrated,adj. C1,형용사,C1,좌절하다
frustrating,adj. C1,형용사,C1,실망스러운
frustration,n. C1,명사,C1,좌절
fulfill,v. B2,동사,B2,이행하다
full-time,"adj., adv. B2",형용사·부사,B2,풀타임
functional,adj. C1,형용사,C1,기능성
fundamentally,adv. B2,부사,B2,근본적으로
fundraising,n. C1,명사,C1,모금 활동
funeral,n. C1,명사,C1,장례식
furious,adj. B2,형용사,B2,맹렬한
gallon,n. B2,명사,B2,갤런
gambling,n. C1,명사,C1,도박
gaming,n. B2,명사,B2,게임
gathering,n. C1,명사,C1,모임
gay,adj. B2,형용사,B2,게이
gaze,"n., v. C1",명사·동사,C1,시선
gear,n. C1,명사,C1,기어
gender,n. B2,명사,B2,성별
gene,n. B2,명사,B2,유전자
generic,adj. C1,형용사,C1,일반
genetic,adj. B2,형용사,B2,유전적
genius,n. B2,명사,B2,천재
genocide,n. C1,명사,C1,대량 학살
genuine,adj. B2,형용사,B2,정품
genuinely,adv. B2,부사,B2,진심으로
gesture,n. B2,명사,B2,몸짓
gig,n. C1,명사,C1,공연
glance,"n., v. C1",명사·동사,C1,한눈에
glimpse,n. C1,명사,C1,엿보다
globalization,n. B2,명사,B2,세계화
globe,n. B2,명사,B2,지구
glorious,adj. C1,형용사,C1,영광스러운
glory,n. C1,명사,C1,영광
golden,adj. B2,형용사,B2,황금의
goodness,n. B2,명사,B2,맙소사
gorgeous,adj. B2,형용사,B2,화려한
governance,n. C1,명사,C1,거버넌스
grace,n. C1,명사,C1,은혜
graphic,adj. B2,형용사,B2,그래픽
graphics,n. B2,명사,B2,그래픽
grasp,"v., n. C1",동사·명사,C1,"움켜쥠; 이해하다, 움켜쥐다"
grave (for dead person),n. C1,명사,C1,무덤
grave (serious),adj. C1,형용사,C1,"심각한, 중대한"
gravity,n. C1,명사,C1,중력
greatly,adv. B2,부사,B2,크게
greenhouse,n. B2,명사,B2,온실
grid,n. C1,명사,C1,그리드
grief,n. C1,명사,C1,슬픔
grin,"v., n. C1",동사·명사,C1,활짝 웃다; 활짝 웃음
grind,v. C1,동사,C1,갈기
grip,"n., v. C1",명사·동사,C1,움켜쥠; 꽉 잡다
gross,adj. C1,형용사,C1,총
guerrilla,n. C1,명사,C1,게릴라
guidance,n. C1,명사,C1,지도
guideline,n. B2,명사,B2,지침
guilt,n. C1,명사,C1,죄책감
gut,n. C1,명사,C1,내장
habitat,n. B2,명사,B2,서식지
hail,v. C1,동사,C1,우박
halfway,adv. C1,부사,C1,도중에
halt,"v., n. C1",동사·명사,C1,정지하다
handful,n. C1,명사,C1,소수
handling,n. C1,명사,C1,취급
handy,adj. C1,형용사,C1,편리한
harassment,n. C1,명사,C1,괴롭힘
harbor,n. B2,명사,B2,항구
hardware,n. C1,명사,C1,하드웨어
harmony,n. C1,명사,C1,조화
harsh,adj. C1,형용사,C1,가혹한
harvest,"n., v. C1",명사·동사,C1,수확; 수확하다
hatred,n. C1,명사,C1,증오
haunt,v. C1,동사,C1,출몰하다
hazard,n. C1,명사,C1,위험
headquarters,n. B2,명사,B2,본부
heal,v. B2,동사,B2,고치다
healthcare,n. B2,명사,B2,건강 관리
heighten,v. C1,동사,C1,높이다
helmet,n. B2,명사,B2,헬멧
hence,adv. B2,부사,B2,따라서
herb,n. B2,명사,B2,허브
heritage,n. C1,명사,C1,유산
hidden,adj. B2,형용사,B2,숨겨진
hierarchy,n. C1,명사,C1,계층 구조
high-profile,adj. C1,형용사,C1,세간의 이목을 끄는
hilarious,adj. B2,형용사,B2,재미있다
hint,"n., v. C1",명사·동사,C1,힌트
hip,n. B2,명사,B2,잘 알고 있기
historian,n. B2,명사,B2,역사가
homeland,n. C1,명사,C1,고국
homeless,adj. B2,형용사,B2,노숙자
honesty,n. B2,명사,B2,정직
honey,n. B2,명사,B2,여보
hook,"n., v. B2",명사·동사,B2,후크
hopeful,adj. C1,형용사,C1,희망적인
hopefully,adv. B2,부사,B2,바라건대
horizon,n. C1,명사,C1,지평선
horn,n. C1,명사,C1,경적
hostage,n. C1,명사,C1,인질
hostile,adj. C1,형용사,C1,적대적인
hostility,n. C1,명사,C1,적대감
humanitarian,adj. C1,형용사,C1,인도주의적인
humanity,n. C1,명사,C1,인류
humble,adj. C1,형용사,C1,겸손한
hunger,n. B2,명사,B2,배고픔
hydrogen,n. C1,명사,C1,수소
hypothesis,n. B2,명사,B2,가설
icon,n. B2,명사,B2,아이콘
ID,n. B2,명사,B2,아이디
identical,adj. B2,형용사,B2,동일한
identification,n. C1,명사,C1,신분증
ideological,adj. C1,형용사,C1,이데올로기적인
ideology,n. C1,명사,C1,이데올로기
idiot,n. C1,명사,C1,바보
ignorance,n. C1,명사,C1,무지
illusion,n. B2,명사,B2,환상
imagery,n. C1,명사,C1,이미지
immense,adj. C1,형용사,C1,엄청난
immigration,n. B2,명사,B2,이민
imminent,adj. C1,형용사,C1,임박한
immune,adj. B2,형용사,B2,면역
implement,v. B2,동사,B2,구현하다
implementation,n. C1,명사,C1,구현
implication,n. B2,명사,B2,의미
imprison,v. C1,동사,C1,투옥하다
inability,n. C1,명사,C1,무능력
inadequate,adj. C1,형용사,C1,불충분하다
inappropriate,adj. C1,형용사,C1,부적절하다
incarcerate,v. C1,동사,C1,감금하다
incarceration,n. C1,명사,C1,투옥
incentive,n. B2,명사,B2,인센티브
incidence,n. C1,명사,C1,발병률
inclined,adj. C1,형용사,C1,기울어진
inclusion,n. C1,명사,C1,포함
incorporate,v. B2,동사,B2,통합하다
incorrect,adj. B2,형용사,B2,잘못된
incur,v. C1,동사,C1,발생하다
independence,n. B2,명사,B2,독립
index,n. B2,명사,B2,색인
indication,n. B2,명사,B2,표시
indicator,n. C1,명사,C1,표시기
indictment,n. C1,명사,C1,기소
indigenous,adj. C1,형용사,C1,원주민
induce,v. C1,동사,C1,유도하다
indulge,v. C1,동사,C1,탐닉하다
inequality,n. C1,명사,C1,불평등
inevitable,adj. B2,형용사,B2,피할 수 없는
inevitably,adv. B2,부사,B2,필연적으로
infamous,adj. C1,형용사,C1,악명 높은
infant,n. C1,명사,C1,유아
infect,v. C1,동사,C1,감염시키다
infer,v. B2,동사,B2,추론하다
inflation,n. B2,명사,B2,인플레이션
inflict,v. C1,동사,C1,가하다
influential,adj. C1,형용사,C1,영향력 있는
info,n. B2,명사,B2,정보
infrastructure,n. B2,명사,B2,인프라
inhabitant,n. B2,명사,B2,주민
inherent,adj. C1,형용사,C1,고유의
inherit,v. B2,동사,B2,상속하다
inhibit,v. C1,동사,C1,억제하다
initiate,v. C1,동사,C1,시작하다
inject,v. C1,동사,C1,주입하다
injection,n. C1,명사,C1,주입
injustice,n. C1,명사,C1,불의
ink,n. B2,명사,B2,잉크
inmate,n. C1,명사,C1,수감자
innovation,n. B2,명사,B2,혁신
innovative,adj. B2,형용사,B2,혁신적인
input,n. B2,명사,B2,입력
inquire,v. C1,동사,C1,문의하다
insert,v. B2,동사,B2,삽입하다
insertion,n. C1,명사,C1,삽입
insider,n. C1,명사,C1,내부자
inspect,v. C1,동사,C1,검사하다
inspection,n. C1,명사,C1,검사
inspector,n. B2,명사,B2,검사관
inspiration,n. C1,명사,C1,영감
installation,n. B2,명사,B2,설치
instant,adj. B2,형용사,B2,인스턴트
instantly,adv. B2,부사,B2,즉시
instinct,n. C1,명사,C1,본능
institutional,adj. C1,형용사,C1,제도적
instruct,v. C1,동사,C1,지시하다
instrumental,adj. C1,형용사,C1,악기
insufficient,adj. C1,형용사,C1,불충분하다
insult,"n., v. C1",명사·동사,C1,모욕
intact,adj. C1,형용사,C1,손상되지 않은
intake,n. C1,명사,C1,섭취
integral,adj. C1,형용사,C1,적분
integrate,v. B2,동사,B2,통합하다
integrated,adj. C1,형용사,C1,통합
integration,n. C1,명사,C1,통합
integrity,n. C1,명사,C1,무결성
intellectual,"adj. B2, n. C1",형용사 / 명사,B2 / C1,지적
intensify,v. C1,동사,C1,강화하다
intensity,n. C1,명사,C1,강도
intensive,adj. C1,형용사,C1,집중적인
intent,n. C1,명사,C1,의도
interact,v. B2,동사,B2,상호작용하다
interaction,n. B2,명사,B2,상호 작용
interactive,adj. C1,형용사,C1,대화형
interface,n. C1,명사,C1,인터페이스
interfere,v. C1,동사,C1,방해하다
interference,n. C1,명사,C1,간섭
interim,adj. C1,형용사,C1,임시
interior,"adj., n. C1",형용사·명사,C1,인테리어
intermediate,adj. C1,형용사,C1,중급
interpretation,n. B2,명사,B2,해석
intersection,n. C1,명사,C1,교차로
interval,n. B2,명사,B2,간격
intervene,v. C1,동사,C1,개입하다
intervention,n. C1,명사,C1,개입
intimate,adj. C1,형용사,C1,친밀한
intriguing,adj. C1,형용사,C1,흥미로운
invade,v. B2,동사,B2,침략하다
invasion,n. B2,명사,B2,침략
inventory,n. C1,명사,C1,재고
investigator,n. C1,명사,C1,수사관
investor,n. B2,명사,B2,투자자
invisible,adj. C1,형용사,C1,보이지 않는
invoke,v. C1,동사,C1,불러내다
involvement,n. C1,명사,C1,참여
ironic,adj. C1,형용사,C1,아이러니한
ironically,adv. C1,부사,C1,아이러니하게도
irony,n. C1,명사,C1,아이러니
irrelevant,adj. C1,형용사,C1,관련 없는
isolate,v. B2,동사,B2,격리하다
isolated,adj. B2,형용사,B2,외딴
isolation,n. C1,명사,C1,격리
jail,"n., v. B2",명사·동사,B2,감옥
jet,n. B2,명사,B2,제트기
joint,"adj., n. B2",형용사·명사,B2,관절
journalism,n. B2,명사,B2,저널리즘
judicial,adj. C1,형용사,C1,사법
jurisdiction,n. C1,명사,C1,관할권
jury,n. B2,명사,B2,배심원
just,adj. C1,형용사,C1,그냥
justification,n. C1,명사,C1,정당화
keen,adj. C1,형용사,C1,예리한
kidnap,v. C1,동사,C1,납치
kidney,n. C1,명사,C1,신장
kindergarten,n. B2,명사,B2,유치원
kingdom,n. C1,명사,C1,왕국
kit,n. B2,명사,B2,키트
ladder,n. B2,명사,B2,사다리
landing,n. B2,명사,B2,착륙
landlord,n. C1,명사,C1,집주인
landmark,n. C1,명사,C1,랜드마크
lane,n. B2,명사,B2,차선
lap,n. C1,명사,C1,무릎
large-scale,adj. C1,형용사,C1,대규모
laser,n. C1,명사,C1,레이저
lately,adv. B2,부사,B2,요즘
latter,"adj., n. C1",형용사·명사,C1,후자
lawmaker,n. C1,명사,C1,국회의원
lawn,n. C1,명사,C1,잔디밭
lawsuit,n. C1,명사,C1,소송
layout,n. C1,명사,C1,레이아웃
leak,"v., n. C1",동사·명사,C1,누출
leap,"v., n. C1",동사·명사,C1,도약
legacy,n. C1,명사,C1,유산
legend,n. B2,명사,B2,전설
legendary,adj. C1,형용사,C1,전설적인
legislation,n. C1,명사,C1,입법
legislative,adj. C1,형용사,C1,입법
legislature,n. C1,명사,C1,입법부
legitimate,adj. C1,형용사,C1,합법적인
lengthy,adj. C1,형용사,C1,긴
lens,n. B2,명사,B2,렌즈
lesbian,adj. C1,형용사,C1,레즈비언
lesser,adj. C1,형용사,C1,덜
lethal,adj. C1,형용사,C1,치명적인
liable,adj. C1,형용사,C1,책임이 있는
liberal,"adj., n. C1",형용사·명사,C1,자유주의
liberation,n. C1,명사,C1,해방
liberty,n. C1,명사,C1,자유
lifelong,adj. C1,형용사,C1,평생
lifetime,n. B2,명사,B2,평생
lighting,n. B2,명사,B2,조명
likelihood,n. C1,명사,C1,가능성
likewise,adv. B2,부사,B2,마찬가지로
limb,n. C1,명사,C1,사지
limitation,n. B2,명사,B2,제한
linear,adj. C1,형용사,C1,선형
lineup,n. C1,명사,C1,라인업
linger,v. C1,동사,C1,머무르다
listing,n. C1,명사,C1,목록
liter,n. C1,명사,C1,리터
literacy,n. C1,명사,C1,읽고 쓰는 능력
literally,adv. B2,부사,B2,말 그대로
literary,adj. B2,형용사,B2,문학적
litter,n. B2,명사,B2,쓰레기
liver,n. C1,명사,C1,간
lobby,"n., v. C1",명사·동사,C1,로비
log,"n., v. C1",명사·동사,C1,로그
logic,n. C1,명사,C1,논리
logo,n. B2,명사,B2,로고
long-standing,adj. C1,형용사,C1,오랫동안 지속된
longtime,adj. C1,형용사,C1,오랫동안
loom,v. C1,동사,C1,직기
loop,n. C1,명사,C1,루프
lottery,n. B2,명사,B2,복권
loyal,adj. B2,형용사,B2,충성스러운
loyalty,n. C1,명사,C1,충성도
lyric,n. B2,명사,B2,가사
machinery,n. C1,명사,C1,기계류
magical,adj. C1,형용사,C1,마법 같은
magnetic,adj. C1,형용사,C1,자기
magnificent,adj. B2,형용사,B2,웅장한
magnitude,n. C1,명사,C1,크기
mainland,n. C1,명사,C1,본토
mainstream,"n., adj. C1",명사·형용사,C1,주류
maintenance,n. C1,명사,C1,유지 보수
makeup,n. B2,명사,B2,메이크업
making,n. B2,명사,B2,만들기
mandate,n. C1,명사,C1,위임장
mandatory,adj. C1,형용사,C1,필수
manifest,v. C1,동사,C1,매니페스트
manipulate,v. C1,동사,C1,조작하다
manipulation,n. C1,명사,C1,조작
manufacture,v. B2,동사,B2,제조
manufacturing,n. B2,명사,B2,제조
manuscript,n. C1,명사,C1,원고
marathon,n. B2,명사,B2,마라톤
march,"n., v. C1",명사·동사,C1,행진
margin,n. B2,명사,B2,여백
marginal,adj. C1,형용사,C1,한계
marine,adj. C1,형용사,C1,해양
marker,n. B2,명사,B2,마커
marketplace,n. C1,명사,C1,시장
martial,adj. B2,형용사,B2,무술
mask,n. C1,명사,C1,마스크
massacre,n. C1,명사,C1,학살
mate,"n., v. B2",명사·동사,B2,친구
mathematical,adj. C1,형용사,C1,수학적인
mature,"adj., v. C1",형용사·동사,C1,성숙한; 성숙하다
maximize,v. C1,동사,C1,최대화하다
meaningful,adj. C1,형용사,C1,의미있는
meantime,n. C1,명사,C1,그동안
mechanic,n. B2,명사,B2,기계공
mechanical,adj. B2,형용사,B2,기계적인
mechanism,n. B2,명사,B2,메커니즘
medal,n. B2,명사,B2,메달
medication,n. B2,명사,B2,약물 치료
medieval,adj. C1,형용사,C1,중세의
meditation,n. C1,명사,C1,명상
melody,n. C1,명사,C1,멜로디
membership,n. B2,명사,B2,회원
memo,n. C1,명사,C1,메모
memoir,n. C1,명사,C1,회고록
memorable,adj. B2,형용사,B2,기억에 남는
memorial,n. C1,명사,C1,기념관
mentor,n. C1,명사,C1,멘토
merchant,n. C1,명사,C1,상인
mercy,n. C1,명사,C1,자비
mere,adj. C1,형용사,C1,단지
merely,adv. C1,부사,C1,단지
merge,v. C1,동사,C1,병합
merger,n. C1,명사,C1,합병
merit,n. C1,명사,C1,장점
metaphor,n. B2,명사,B2,은유
methodology,n. C1,명사,C1,방법론
midst,n. C1,명사,C1,가운데
migration,n. C1,명사,C1,이주
militant,"n., adj. C1",명사·형용사,C1,전투적인
militia,n. C1,명사,C1,민병대
mill,n. C1,명사,C1,밀
miner,n. B2,명사,B2,광부
minimal,adj. C1,형용사,C1,최소한의
minimize,v. C1,동사,C1,최소화하다
mining,n. C1,명사,C1,채광
ministry,n. C1,명사,C1,사역
minute2,adj. C1,형용사,C1,"아주 작은, 미세한"
miracle,n. C1,명사,C1,기적
miserable,adj. B2,형용사,B2,비참한
misery,n. C1,명사,C1,불행
misleading,adj. C1,형용사,C1,오해의 소지가 있는
missile,n. C1,명사,C1,미사일
mob,n. C1,명사,C1,폭도
mobile,adj. C1,형용사,C1,모바일
mobility,n. C1,명사,C1,이동성
mobilize,v. C1,동사,C1,동원하다
mode,n. B2,명사,B2,모드
moderate,adj. C1,형용사,C1,보통
modest,adj. B2,형용사,B2,겸손한
modification,n. C1,명사,C1,수정
module,n. C1,명사,C1,모듈
momentum,n. C1,명사,C1,추진력
monk,n. C1,명사,C1,수도사
monopoly,n. C1,명사,C1,독점
monster,n. B2,명사,B2,괴물
monthly,adj. B2,형용사,B2,매달
monument,n. B2,명사,B2,기념물
morality,n. C1,명사,C1,도덕성
moreover,adv. B2,부사,B2,더욱이
mortgage,n. B2,명사,B2,모기지
mosque,n. B2,명사,B2,모스크
mosquito,n. B2,명사,B2,모기
motion,n. B2,명사,B2,모션
motivate,v. B2,동사,B2,동기를 부여하다
motivation,n. B2,명사,B2,동기부여
motive,n. C1,명사,C1,동기
moving,adj. B2,형용사,B2,이사
municipal,adj. C1,형용사,C1,지방 자치 단체
mutual,adj. C1,형용사,C1,상호
myth,n. B2,명사,B2,신화
naked,adj. B2,형용사,B2,적나라한
namely,adv. C1,부사,C1,즉
nasty,adj. B2,형용사,B2,불쾌한
nationwide,adj. C1,형용사,C1,전국적으로
naval,adj. C1,형용사,C1,해군
navigation,n. B2,명사,B2,네비게이션
nearby,"adj., adv. B2",형용사·부사,B2,인근
necessity,n. B2,명사,B2,필요성
neglect,"v., n. C1",동사·명사,C1,방치하다
negotiate,v. B2,동사,B2,협상하다
negotiation,n. B2,명사,B2,협상
neighboring,adj. C1,형용사,C1,이웃
nest,n. C1,명사,C1,둥지
net,adj. C1,형용사,C1,그물
neutral,adj. B2,형용사,B2,중립
newly,adv. B2,부사,B2,새롭게
newsletter,n. C1,명사,C1,뉴스레터
niche,n. C1,명사,C1,틈새 시장
nickel,n. B2,명사,B2,니켈
noble,adj. C1,형용사,C1,고귀한
nod,v. C1,동사,C1,고개를 끄덕이다
nominate,v. C1,동사,C1,지명하다
nomination,n. C1,명사,C1,지명
nominee,n. C1,명사,C1,후보자
nonetheless,adv. C1,부사,C1,그럼에도 불구하고
nonprofit,adj. C1,형용사,C1,비영리
nonsense,n. C1,명사,C1,말도 안 되는 소리
noon,n. C1,명사,C1,정오
norm,n. B2,명사,B2,규범
notable,adj. C1,형용사,C1,주목할만한
notably,adv. C1,부사,C1,특히
notebook,n. B2,명사,B2,노트북
notify,v. C1,동사,C1,통지하다
notorious,adj. C1,형용사,C1,악명 높은
novel,adj. C1,형용사,C1,소설
novelist,n. B2,명사,B2,소설가
nowadays,adv. B2,부사,B2,요즘에는
nursery,n. C1,명사,C1,보육원
nursing,adj. B2,형용사,B2,간호
nutrition,n. B2,명사,B2,영양
obesity,n. B2,명사,B2,비만
objection,n. C1,명사,C1,반대
oblige,v. C1,동사,C1,의무를 다하다
observer,n. B2,명사,B2,관찰자
obsess,v. C1,동사,C1,집착하다
obsession,n. C1,명사,C1,집착
obstacle,n. B2,명사,B2,장애물
occasional,adj. C1,형용사,C1,가끔
occupation,n. B2,명사,B2,직업
occupy,v. B2,동사,B2,점유하다
occurrence,n. C1,명사,C1,발생
odds,n. C1,명사,C1,확률
offender,n. B2,명사,B2,범죄자
offering,n. C1,명사,C1,헌금
offspring,n. C1,명사,C1,자손
ongoing,adj. B2,형용사,B2,진행중인
openly,adv. B2,부사,B2,공개적으로
opera,n. B2,명사,B2,오페라
operational,adj. C1,형용사,C1,운영상의
operator,n. B2,명사,B2,운영자
opt,v. C1,동사,C1,선택하다
optical,adj. C1,형용사,C1,광학
optimism,n. C1,명사,C1,낙관주의
optimistic,adj. B2,형용사,B2,낙관적인
oral,adj. C1,형용사,C1,구두의
orchestra,n. B2,명사,B2,오케스트라
organic,adj. B2,형용사,B2,유기농
organizational,adj. C1,형용사,C1,조직적인
orientation,n. C1,명사,C1,오리엔테이션
originate,v. C1,동사,C1,유래하다
outbreak,n. C1,명사,C1,발병
outfit,n. B2,명사,B2,복장
outing,n. C1,명사,C1,나들이
outlet,n. C1,명사,C1,콘센트
outlook,n. C1,명사,C1,전망
output,n. B2,명사,B2,출력
outrage,"n., v. C1",명사·동사,C1,분노
outsider,n. C1,명사,C1,외부인
outstanding,adj. B2,형용사,B2,뛰어난
overcome,v. B2,동사,B2,극복하다
overlook,v. C1,동사,C1,간과하다
overly,adv. C1,부사,C1,지나치게
overnight,adv. B2,부사,B2,밤새
oversee,v. C1,동사,C1,감독하다
overturn,v. C1,동사,C1,전복
overwhelm,v. C1,동사,C1,압도하다
overwhelming,adj. C1,형용사,C1,압도적이다
ownership,n. B2,명사,B2,소유권
oxygen,n. B2,명사,B2,산소
packet,n. B2,명사,B2,패킷
pad,n. C1,명사,C1,패드
palm,n. B2,명사,B2,손바닥
panic,n. B2,명사,B2,공황
parade,n. B2,명사,B2,퍼레이드
parallel,"adj., n. B2",형용사·명사,B2,평행
parameter,n. C1,명사,C1,매개변수
parental,adj. C1,형용사,C1,부모의
parliament,n. C1,명사,C1,의회
partial,adj. C1,형용사,C1,부분적인
partially,adv. C1,부사,C1,부분적으로
participation,n. B2,명사,B2,참여
partnership,n. B2,명사,B2,파트너십
part-time,"adj., adv. B2",형용사·부사,B2,파트타임
passing,n. C1,명사,C1,통과
passionate,adj. B2,형용사,B2,열정적인
passive,adj. C1,형용사,C1,수동적
password,n. B2,명사,B2,비밀번호
pastor,n. C1,명사,C1,목사
patch,n. B2,명사,B2,패치
patent,n. C1,명사,C1,특허
pathway,n. C1,명사,C1,통로
patience,n. B2,명사,B2,인내심
patrol,"n., v. C1",명사·동사,C1,순찰
patron,n. C1,명사,C1,후원자
pause,"v., n. B2",동사·명사,B2,일시 중지
peak,n. C1,명사,C1,피크
peasant,n. C1,명사,C1,농부
peculiar,adj. C1,형용사,C1,특이한
peer,n. B2,명사,B2,동료
penalty,n. B2,명사,B2,페널티
pension1,n. C1,명사,C1,연금1
perceive,v. B2,동사,B2,인지하다
perception,n. B2,명사,B2,지각
permanently,adv. B2,부사,B2,영구적으로
persist,v. C1,동사,C1,지속하다
persistent,adj. C1,형용사,C1,끈질긴
personnel,n. C1,명사,C1,인원
petition,n. C1,명사,C1,청원서
pharmacy,n. B2,명사,B2,약국
philosopher,n. C1,명사,C1,철학자
philosophical,adj. C1,형용사,C1,철학적인
physician,n. B2,명사,B2,의사
pill,n. B2,명사,B2,알약
pioneer,"n., v. C1",명사·동사,C1,개척자
pipeline,n. C1,명사,C1,파이프라인
pirate,n. C1,명사,C1,해적
pit,n. C1,명사,C1,구덩이
pity,n. B2,명사,B2,동정심
placement,n. B2,명사,B2,배치
plea,n. C1,명사,C1,항변
plead,v. C1,동사,C1,간청하다
pledge,"v., n. C1",동사·명사,C1,서약
plug,"v., n. C1",동사·명사,C1,플러그
plunge,v. C1,동사,C1,뛰어들다
pole,n. C1,명사,C1,극
poll,n. C1,명사,C1,여론 조사
pond,n. C1,명사,C1,연못
pop,v. C1,동사,C1,팝
portfolio,n. C1,명사,C1,포트폴리오
portion,n. B2,명사,B2,부분
portray,v. C1,동사,C1,묘사하다
postpone,v. C1,동사,C1,연기하다
postwar,adj. C1,형용사,C1,전후
potentially,adv. B2,부사,B2,잠재적으로
practitioner,n. C1,명사,C1,개업의
preach,v. C1,동사,C1,설교하다
precede,v. B2,동사,B2,선행하다
precedent,n. C1,명사,C1,선례
precious,adj. B2,형용사,B2,소중한
precise,adj. B2,형용사,B2,정확한
precisely,adv. B2,부사,B2,정확하게
precision,n. C1,명사,C1,정밀도
predator,n. C1,명사,C1,육식 동물
predecessor,n. C1,명사,C1,전임자
predictable,adj. B2,형용사,B2,예측 가능한
predominantly,adv. C1,부사,C1,주로
preference,n. B2,명사,B2,선호
pregnancy,n. C1,명사,C1,임신
prejudice,n. C1,명사,C1,편견
preliminary,adj. C1,형용사,C1,예비
premier,n. C1,명사,C1,총리
premise,n. C1,명사,C1,전제
premium,n. C1,명사,C1,프리미엄
prescribe,v. C1,동사,C1,처방하다
prescription,n. C1,명사,C1,처방전
presently,adv. C1,부사,C1,현재
preservation,n. C1,명사,C1,보존
preside,v. C1,동사,C1,주재하다
presidency,n. C1,명사,C1,대통령직
presidential,adj. B2,형용사,B2,대통령
prestigious,adj. C1,형용사,C1,권위있는
presumably,adv. C1,부사,C1,아마도
presume,v. C1,동사,C1,추정하다
prevail,v. C1,동사,C1,승리하다
prevalence,n. C1,명사,C1,보급
prevention,n. C1,명사,C1,예방
prey,n. C1,명사,C1,먹이
pride,n. B2,명사,B2,자부심
